Chci_spravedlnost_pro_dceru.txt,rozsah,5
Chci_spravedlnost_pro_dceru.txt,zanr,report
Chci_spravedlnost_pro_dceru.txt,spoustec-zpravy,security-forces
Chci_spravedlnost_pro_dceru.txt,misto,czech-republic
Tvrdík_skončil_jako_viceprezident.txt,rozsah,4
Tvrdík_skončil_jako_viceprezident.txt,zanr,report
Tvrdík_skončil_jako_viceprezident.txt,spoustec-zpravy,politician
Tvrdík_skončil_jako_viceprezident.txt,misto,czech-republic,other
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,rozsah,3
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,zanr,report
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,spoustec-zpravy,security-forces
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,misto,russia,ukraine
