Tvrdík_skončil_jako_viceprezident.txt,rozsah,3
Tvrdík_skončil_jako_viceprezident.txt,zanr,extended_report
Tvrdík_skončil_jako_viceprezident.txt,spoustec-zpravy,politician
Tvrdík_skončil_jako_viceprezident.txt,misto,czech-republic
Chci_spravedlnost_pro_dceru.txt,rozsah,3
Chci_spravedlnost_pro_dceru.txt,zanr,report
Chci_spravedlnost_pro_dceru.txt,spoustec-zpravy,public
Chci_spravedlnost_pro_dceru.txt,misto,czech-republic
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,rozsah,3
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,zanr,report
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,spoustec-zpravy,politician
Rusko_použilo_hypersonickou_střelu_Zirkon.txt,misto,ukraine
