1.0,1.0,1.0,,Average,Pairwise CK,Pairwise CK,Pairwise CK
,,,,pairwise PABAK,cols 1 & 2,cols 2 & 3,cols 1 & 3
,,,,1,1,1,1
,,,,,,,
1.0,1.0,1.0,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
1.0,1.0,1.0,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
0.0,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
1.0,1.0,1.0,,,,,
,,0.0,,,,,
1.0,1.0,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,1.0,,,,,
1.0,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,1.0,1.0,,,,,
,,,,,,,
,1.0,1.0,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
,1.0,1.0,,,,,
,,,,,,,
,1.0,1.0,,,,,
,,1.0,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,1.0,1.0,,,,,
,1.0,,,,,,
1.0,1.0,1.0,,,,,
,1.0,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
,,1.0,,,,,
,,,,,,,
,1.0,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
,,,,,,,
,1.0,,,,,,
,,,,,,,
,,,,,,,
1.0,1.0,1.0,,,,,
